EmployeeNumber,Department,JobRole,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,attrition_flag,attrition_probability,risk_decile,risk_band,intervention_priority,risk_explanation
117,Research & Development,Healthcare Representative,No,Travel_Rarely,4152,11,4,3,3,No,0,0.08460929004350547,8,Low,Monitor,Long promotion gap
1698,Research & Development,Laboratory Technician,No,Travel_Rarely,2028,14,2,2,3,No,0,0.08451257178601944,8,Low,Monitor,Low job satisfaction; Low environment satisfaction
855,Sales,Sales Executive,No,Travel_Rarely,4037,9,1,1,3,No,0,0.08446723097988745,8,Low,Monitor,Low job satisfaction; Low environment satisfaction
1744,Human Resources,Human Resources,No,Travel_Rarely,9756,5,3,3,4,No,0,0.08434692694491862,8,Low,Monitor,No dominant heuristic risk driver
1678,Sales,Sales Executive,Yes,Travel_Rarely,7082,2,3,4,3,No,0,0.08358092402865197,8,Low,Monitor,Works overtime; Early tenure; No stock option
1461,Human Resources,Human Resources,No,Travel_Rarely,2109,3,2,4,3,No,0,0.08341090865596493,8,Low,Monitor,Low job satisfaction; No stock option
1805,Human Resources,Human Resources,No,Non-Travel,2592,11,2,1,3,No,0,0.08310830325296438,8,Low,Monitor,Low job satisfaction; Low environment satisfaction
1900,Research & Development,Manager,No,Travel_Frequently,17174,22,4,4,3,No,0,0.08307615385132423,8,Low,Monitor,Frequent business travel; Long promotion gap
1241,Research & Development,Research Scientist,Yes,Travel_Rarely,3579,11,2,4,3,No,0,0.08272169745561549,8,Low,Monitor,Works overtime; Low job satisfaction; Long promotion gap
192,Research & Development,Research Scientist,No,Travel_Rarely,3452,6,4,3,2,No,0,0.08269826428266211,8,Low,Monitor,Low work-life balance; No stock option
1417,Research & Development,Laboratory Technician,No,Travel_Rarely,3578,7,1,3,3,No,0,0.08259777138830939,8,Low,Monitor,Low job satisfaction; No stock option
522,Research & Development,Research Director,No,Travel_Rarely,19406,4,1,1,2,No,0,0.0824988312873802,8,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
1693,Research & Development,Laboratory Technician,No,Non-Travel,2570,7,4,4,3,No,0,0.08239832235376919,8,Low,Monitor,Long promotion gap; No stock option
1473,Research & Development,Healthcare Representative,No,Travel_Rarely,6651,3,3,1,2,No,0,0.08238750115971881,8,Low,Monitor,Low environment satisfaction; Low work-life balance
1013,Research & Development,Manufacturing Director,No,Travel_Rarely,10739,10,3,3,3,No,0,0.082278008149469,8,Low,Monitor,No dominant heuristic risk driver
827,Research & Development,Manufacturing Director,Yes,Travel_Rarely,6062,4,4,4,3,No,0,0.08185185332587154,8,Low,Monitor,Works overtime
483,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2213,7,3,4,3,No,0,0.08180073483195227,8,Low,Monitor,Works overtime
1182,Research & Development,Manufacturing Director,No,Travel_Rarely,10274,7,2,3,4,No,0,0.08118297191117536,8,Low,Monitor,Low job satisfaction; Long promotion gap
995,Research & Development,Research Scientist,No,Travel_Rarely,3452,3,4,2,3,No,0,0.08109998463080499,8,Low,Monitor,Low environment satisfaction; No stock option
1948,Research & Development,Research Scientist,Yes,Non-Travel,3065,4,1,3,4,No,0,0.08101247602667642,8,Low,Monitor,Works overtime; Low job satisfaction
1683,Human Resources,Human Resources,Yes,Travel_Rarely,3195,2,4,3,3,No,0,0.08090597872314496,8,Low,Monitor,Works overtime; Early tenure
710,Research & Development,Research Scientist,No,Travel_Frequently,2720,10,4,2,3,No,0,0.07958889583323757,8,Low,Monitor,Frequent business travel; Low environment satisfaction
335,Research & Development,Research Scientist,No,Travel_Rarely,3319,9,4,1,3,No,0,0.07955591072646023,8,Low,Monitor,Low environment satisfaction; Long promotion gap
306,Research & Development,Research Director,Yes,Travel_Frequently,12185,10,4,2,3,No,0,0.07905599661032517,8,Low,Monitor,Works overtime; Frequent business travel; Low environment satisfaction
275,Research & Development,Manufacturing Director,Yes,Non-Travel,6804,7,4,4,3,No,0,0.07872615616286874,8,Low,Monitor,Works overtime
1028,Research & Development,Laboratory Technician,No,Travel_Rarely,3917,3,4,2,2,No,0,0.07857585983096664,8,Low,Monitor,Low environment satisfaction; Low work-life balance
623,Research & Development,Manufacturing Director,No,Travel_Rarely,7491,6,4,2,4,No,0,0.07817241898525806,8,Low,Monitor,Low environment satisfaction; No stock option
106,Sales,Sales Executive,No,Travel_Rarely,10239,1,4,1,3,No,0,0.07800763019877918,8,Low,Monitor,Low environment satisfaction; Early tenure
1128,Research & Development,Research Director,No,Travel_Rarely,19626,20,3,3,4,No,0,0.07753095558114366,8,Low,Monitor,Long promotion gap; No stock option
486,Research & Development,Laboratory Technician,No,Travel_Rarely,3452,5,1,3,3,No,0,0.07691806378614521,8,Low,Monitor,Low job satisfaction
924,Research & Development,Healthcare Representative,Yes,Travel_Rarely,6586,16,4,3,2,No,0,0.07652528215412814,8,Low,Monitor,Works overtime; Low work-life balance; Long promotion gap
412,Research & Development,Healthcare Representative,No,Travel_Rarely,5661,8,1,2,3,No,0,0.07632161169305322,8,Low,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
1513,Research & Development,Laboratory Technician,No,Travel_Frequently,3180,3,2,4,3,No,0,0.07622965730176452,8,Low,Monitor,Frequent business travel; Low job satisfaction
1922,Research & Development,Healthcare Representative,No,Travel_Frequently,5399,4,3,2,3,No,0,0.07616585919598343,8,Low,Monitor,Frequent business travel; Low environment satisfaction; No stock option
1885,Research & Development,Research Scientist,Yes,Travel_Rarely,4284,5,1,4,3,No,0,0.07607407602407694,8,Low,Monitor,Works overtime; Low job satisfaction
857,Sales,Sales Executive,Yes,Travel_Rarely,6201,18,4,2,2,No,0,0.07605564803726257,8,Low,Monitor,Works overtime; Low environment satisfaction; Low work-life balance; Long promotion gap
1640,Research & Development,Research Scientist,No,Travel_Rarely,3936,8,2,2,1,No,0,0.07530279129516829,8,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap
844,Research & Development,Research Director,Yes,Travel_Rarely,12808,9,4,3,3,No,0,0.07502519651522552,8,Low,Monitor,Works overtime
83,Research & Development,Healthcare Representative,No,Travel_Rarely,10096,17,3,3,3,No,0,0.07458173335335078,8,Low,Monitor,Long promotion gap
107,Research & Development,Research Scientist,Yes,Non-Travel,5329,13,4,2,3,No,0,0.0740890816843906,8,Low,Monitor,Works overtime; Low environment satisfaction
1965,Sales,Sales Executive,No,Travel_Rarely,4105,7,4,4,3,No,0,0.07404788380774596,8,Low,Monitor,No stock option
1721,Research & Development,Laboratory Technician,No,Travel_Rarely,3477,5,3,2,4,No,0,0.07285417534128123,8,Low,Monitor,Low environment satisfaction
699,Research & Development,Manufacturing Director,Yes,Travel_Rarely,8847,3,2,2,3,No,0,0.07240603256005132,8,Low,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction
1137,Sales,Sales Executive,No,Travel_Frequently,4968,5,4,4,3,No,0,0.0722605402903013,8,Low,Monitor,Frequent business travel
1340,Research & Development,Research Scientist,No,Non-Travel,3544,4,3,3,3,No,0,0.07197917832331205,8,Low,Monitor,No dominant heuristic risk driver
1588,Sales,Sales Executive,No,Travel_Rarely,8237,7,3,4,3,No,0,0.07170393282235382,8,Low,Monitor,Long promotion gap
806,Research & Development,Laboratory Technician,No,Travel_Rarely,3833,2,3,4,3,No,0,0.07123370968508791,8,Low,Monitor,Early tenure
450,Research & Development,Research Scientist,No,Travel_Frequently,4869,4,3,4,2,No,0,0.07100863644117433,8,Low,Monitor,Frequent business travel; Low work-life balance; No stock option
387,Sales,Sales Executive,No,Travel_Rarely,4907,20,3,2,3,No,0,0.0699264064768628,8,Low,Monitor,Low environment satisfaction; Long promotion gap; No stock option
242,Research & Development,Research Scientist,No,Travel_Rarely,2500,3,4,3,4,No,0,0.06935558441101548,8,Low,Monitor,No stock option
543,Research & Development,Manufacturing Director,Yes,Travel_Rarely,7969,5,3,4,3,No,0,0.06900551517183484,8,Low,Monitor,Works overtime; No stock option
626,Sales,Sales Executive,No,Non-Travel,8834,9,2,1,3,No,0,0.06890442599511085,8,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
516,Sales,Sales Executive,No,Travel_Rarely,5715,5,2,4,3,No,0,0.06869176266949345,8,Low,Monitor,Low job satisfaction
487,Research & Development,Manufacturing Director,No,Non-Travel,5258,1,3,3,4,No,0,0.06807554927560135,8,Low,Monitor,Early tenure; No stock option
722,Sales,Sales Executive,No,Travel_Rarely,5396,10,4,4,2,No,0,0.06804257191453825,8,Low,Monitor,Low work-life balance; No stock option
165,Research & Development,Healthcare Representative,No,Travel_Rarely,10312,40,4,4,2,Yes,1,0.06795596811608587,8,Low,Monitor,Low work-life balance; Long promotion gap
714,Sales,Sales Executive,Yes,Travel_Frequently,4647,6,4,4,3,No,0,0.06781310087893501,8,Low,Monitor,Works overtime; Frequent business travel
1228,Research & Development,Manufacturing Director,No,Travel_Rarely,7379,6,4,4,2,No,0,0.06762972079272746,8,Low,Monitor,Low work-life balance
288,Research & Development,Healthcare Representative,No,Travel_Rarely,9396,4,1,4,3,No,0,0.06744471994208961,8,Low,Monitor,Low job satisfaction
497,Research & Development,Laboratory Technician,No,Travel_Rarely,3816,5,2,4,3,No,0,0.06735750280254489,8,Low,Monitor,Low job satisfaction
1161,Research & Development,Healthcare Representative,No,Travel_Rarely,5731,6,4,3,3,No,0,0.06691982248903228,8,Low,Monitor,No dominant heuristic risk driver
1555,Research & Development,Research Scientist,No,Travel_Rarely,5878,7,2,4,3,No,0,0.06608191211024508,8,Low,Monitor,Low job satisfaction
1623,Research & Development,Research Scientist,No,Travel_Rarely,3117,2,4,3,3,No,0,0.06474844011857506,8,Low,Monitor,Early tenure; No stock option
1800,Research & Development,Research Director,No,Travel_Rarely,13464,4,3,3,3,No,0,0.06405960760627795,8,Low,Monitor,No stock option
611,Research & Development,Manufacturing Director,No,Travel_Rarely,4262,3,4,4,4,No,0,0.06367337967196336,8,Low,Monitor,No dominant heuristic risk driver
1280,Sales,Manager,No,Travel_Rarely,18789,11,2,4,3,No,0,0.06316000183479051,8,Low,Monitor,Low job satisfaction
28,Research & Development,Research Director,No,Travel_Rarely,11994,12,2,1,3,No,0,0.06314812481833353,8,Low,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
218,Research & Development,Research Scientist,No,Non-Travel,2024,2,2,4,1,No,0,0.06305902269187369,8,Low,Monitor,Low job satisfaction; Low work-life balance; Early tenure
247,Research & Development,Research Scientist,No,Travel_Rarely,2311,3,2,4,3,No,0,0.06268104828357185,8,Low,Monitor,Low job satisfaction; No stock option
575,Research & Development,Research Director,No,Travel_Rarely,17861,3,3,1,1,No,0,0.0626374490958306,8,Low,Monitor,Low environment satisfaction; Low work-life balance; No stock option
1909,Sales,Sales Executive,No,Travel_Rarely,4393,5,2,3,3,No,0,0.06255473070194667,8,Low,Monitor,Low job satisfaction
534,Sales,Sales Executive,No,Travel_Rarely,8392,10,1,2,3,No,0,0.06249522970366558,8,Low,Monitor,Low job satisfaction; Low environment satisfaction
1867,Research & Development,Research Director,No,Travel_Rarely,19665,22,2,4,3,No,0,0.06222249726701068,8,Low,Monitor,Low job satisfaction; Long promotion gap; No stock option
42,Sales,Sales Representative,No,Travel_Rarely,2086,1,4,4,4,Yes,1,0.062055230215103924,8,Low,Monitor,Early tenure
515,Research & Development,Laboratory Technician,No,Travel_Rarely,3034,18,1,4,2,No,0,0.06178680263472286,8,Low,Monitor,Low job satisfaction; Low work-life balance; Long promotion gap
116,Research & Development,Laboratory Technician,No,Travel_Rarely,2075,4,4,4,3,No,0,0.06156559874402434,8,Low,Monitor,No dominant heuristic risk driver
930,Research & Development,Research Scientist,No,Travel_Rarely,2377,2,3,3,3,No,0,0.06142779520525292,8,Low,Monitor,Early tenure
1574,Research & Development,Research Scientist,No,Non-Travel,4087,6,1,4,2,No,0,0.06140072522246984,8,Low,Monitor,Low job satisfaction; Low work-life balance
1383,Research & Development,Healthcare Representative,No,Travel_Rarely,6687,14,4,3,4,No,0,0.06134051151856858,8,Low,Monitor,Long promotion gap; No stock option
1254,Sales,Sales Executive,No,Travel_Rarely,5171,6,4,3,3,No,0,0.06122973538371512,8,Low,Monitor,No stock option
1857,Research & Development,Manufacturing Director,No,Travel_Rarely,8578,9,4,4,2,No,0,0.060587975243360924,8,Low,Monitor,Low work-life balance; Long promotion gap
1719,Research & Development,Research Director,No,Travel_Rarely,16704,21,2,4,3,No,0,0.060077198330752674,8,Low,Monitor,Low job satisfaction; Long promotion gap; No stock option
254,Research & Development,Research Director,No,Travel_Rarely,18722,24,2,3,3,No,0,0.05982058007055331,8,Low,Monitor,Low job satisfaction; No stock option
1525,Research & Development,Manufacturing Director,No,Travel_Rarely,8376,2,2,2,3,No,0,0.05962664139000431,8,Low,Monitor,Low job satisfaction; Low environment satisfaction; Early tenure; No stock option
1009,Research & Development,Manufacturing Director,No,Travel_Rarely,4377,4,3,4,3,No,0,0.05935234223939845,8,Low,Monitor,No dominant heuristic risk driver
1821,Research & Development,Healthcare Representative,No,Travel_Rarely,8926,9,2,4,4,Yes,1,0.059131265116159855,8,Low,Monitor,Low job satisfaction
2041,Sales,Sales Executive,No,Travel_Rarely,5343,10,4,1,3,No,0,0.05896375942860534,8,Low,Monitor,Low environment satisfaction
1687,Research & Development,Laboratory Technician,No,Travel_Rarely,3306,0,3,4,2,No,0,0.05853918014685032,8,Low,Monitor,Low work-life balance; Early tenure
250,Research & Development,Manufacturing Director,No,Travel_Rarely,4450,4,1,4,3,No,0,0.05852403836156149,8,Low,Monitor,Low job satisfaction
178,Research & Development,Manufacturing Director,No,Travel_Rarely,4941,3,2,2,3,No,0,0.058373187627967206,8,Low,Monitor,Low job satisfaction; Low environment satisfaction
378,Sales,Sales Executive,No,Travel_Rarely,6502,5,4,3,4,No,0,0.0567019364159382,8,Low,Monitor,No dominant heuristic risk driver
1007,Research & Development,Manufacturing Director,No,Travel_Rarely,10845,8,3,4,3,No,0,0.05659446873678539,8,Low,Monitor,No dominant heuristic risk driver
1336,Research & Development,Manager,No,Travel_Rarely,19187,19,3,4,3,No,0,0.05653949137725318,8,Low,Monitor,Long promotion gap
547,Research & Development,Research Scientist,No,Travel_Frequently,4556,5,3,1,3,No,0,0.05615858225525335,8,Low,Monitor,Frequent business travel; Low environment satisfaction
505,Research & Development,Manager,Yes,Travel_Rarely,16659,5,4,3,3,No,0,0.05567730460725513,8,Low,Monitor,Works overtime; No stock option
452,Research & Development,Research Scientist,No,Travel_Rarely,3697,10,4,4,3,No,0,0.05565618771155281,8,Low,Monitor,Long promotion gap
754,Sales,Sales Executive,No,Travel_Frequently,6804,2,4,4,3,No,0,0.05562260465527859,8,Low,Monitor,Frequent business travel; Early tenure
836,Research & Development,Manufacturing Director,No,Travel_Rarely,4434,9,2,2,2,No,0,0.05559627684079207,8,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap
1133,Research & Development,Manufacturing Director,No,Non-Travel,7779,11,4,1,3,No,0,0.05476495106488333,8,Low,Monitor,Low environment satisfaction; No stock option
1737,Research & Development,Laboratory Technician,Yes,Non-Travel,6472,9,4,4,3,No,0,0.0546456021112099,8,Low,Monitor,Works overtime; Long promotion gap
1245,Research & Development,Manufacturing Director,No,Travel_Frequently,10502,5,3,4,1,No,0,0.054617348981637434,8,Low,Monitor,Frequent business travel; Low work-life balance
1006,Research & Development,Research Scientist,No,Travel_Frequently,2684,2,3,3,2,No,0,0.054295910600856534,8,Low,Monitor,Frequent business travel; Low work-life balance; Early tenure
419,Research & Development,Laboratory Technician,No,Non-Travel,5674,9,2,2,3,No,0,0.05418089567301674,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
1191,Research & Development,Manager,No,Travel_Rarely,19943,5,1,4,3,No,0,0.05403943061249889,9,Low,Monitor,Low job satisfaction; Long promotion gap
1238,Research & Development,Research Scientist,No,Travel_Rarely,2781,14,4,1,3,No,0,0.053834020115069985,9,Low,Monitor,Low environment satisfaction; Long promotion gap
1590,Research & Development,Healthcare Representative,No,Travel_Frequently,8853,6,4,1,4,No,0,0.05382176338687253,9,Low,Monitor,Frequent business travel; Low environment satisfaction
1703,Research & Development,Healthcare Representative,Yes,Travel_Rarely,7879,8,4,3,3,No,0,0.05355532187123026,9,Low,Monitor,Works overtime; Long promotion gap
830,Research & Development,Manufacturing Director,No,Travel_Rarely,6162,14,3,3,3,No,0,0.05335225165743413,9,Low,Monitor,Long promotion gap
2052,Research & Development,Research Scientist,No,Travel_Rarely,2977,4,4,3,3,No,0,0.05329381700862445,9,Low,Monitor,No dominant heuristic risk driver
591,Research & Development,Laboratory Technician,No,Travel_Frequently,2093,2,3,2,3,No,0,0.05305469393587679,9,Low,Monitor,Frequent business travel; Low environment satisfaction; Early tenure
1892,Research & Development,Manager,No,Travel_Rarely,16823,19,1,1,3,No,0,0.05219687830404354,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap
562,Research & Development,Laboratory Technician,No,Non-Travel,2097,5,4,3,1,No,0,0.05199559179011599,9,Low,Monitor,Low work-life balance
160,Sales,Sales Executive,No,Non-Travel,6146,7,2,3,4,No,0,0.05188483399109166,9,Low,Monitor,Low job satisfaction
661,Research & Development,Research Director,Yes,Travel_Rarely,16627,1,4,2,2,No,0,0.0518287240108082,9,Low,Monitor,Works overtime; Low environment satisfaction; Low work-life balance; Early tenure
58,Research & Development,Research Director,No,Travel_Rarely,19545,22,3,2,3,Yes,1,0.05149303364640401,9,Low,Monitor,Low environment satisfaction; Long promotion gap; No stock option
273,Research & Development,Manufacturing Director,No,Travel_Rarely,6261,7,4,4,1,No,0,0.051480632057684335,9,Low,Monitor,Low work-life balance
1121,Research & Development,Manufacturing Director,No,Travel_Rarely,7655,9,2,4,2,No,0,0.05116997137248432,9,Low,Monitor,Low job satisfaction; Low work-life balance
1177,Research & Development,Laboratory Technician,No,Travel_Rarely,4420,8,4,1,3,No,0,0.051122572724834225,9,Low,Monitor,Low environment satisfaction
84,Research & Development,Manager,Yes,Travel_Rarely,14756,5,3,4,3,No,0,0.050476097014708655,9,Low,Monitor,Works overtime
461,Research & Development,Research Director,Yes,Travel_Rarely,11510,11,4,3,3,No,0,0.050437644681588456,9,Low,Monitor,Works overtime
742,Research & Development,Research Director,No,Non-Travel,11713,8,1,1,3,No,0,0.050079803941599194,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
564,Research & Development,Research Director,No,Travel_Rarely,11935,10,3,2,3,No,0,0.04967842839905547,9,Low,Monitor,Low environment satisfaction; No stock option
1460,Research & Development,Healthcare Representative,Yes,Travel_Rarely,10851,7,1,2,3,No,0,0.04958378888422048,9,Low,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction
1441,Research & Development,Research Scientist,No,Travel_Rarely,2066,3,1,1,4,No,0,0.04953232260674013,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
296,Research & Development,Research Director,No,Travel_Rarely,12490,10,2,2,1,No,0,0.049487073334688624,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap
132,Research & Development,Laboratory Technician,No,Non-Travel,2042,3,2,2,4,No,0,0.04944234429527527,9,Low,Monitor,Low job satisfaction; Low environment satisfaction
1971,Research & Development,Healthcare Representative,No,Travel_Rarely,7510,10,3,1,3,No,0,0.049195349054847244,9,Low,Monitor,Low environment satisfaction
1047,Sales,Sales Executive,No,Travel_Rarely,9725,15,4,2,2,No,0,0.049128616259877994,9,Low,Monitor,Low environment satisfaction; Low work-life balance
1263,Research & Development,Research Director,No,Travel_Rarely,18265,1,4,4,4,No,0,0.048903508413958574,9,Low,Monitor,Early tenure; No stock option
479,Sales,Sales Executive,No,Non-Travel,6653,1,4,4,3,No,0,0.047968720836716786,9,Low,Monitor,Early tenure; No stock option
1293,Sales,Sales Executive,No,Travel_Rarely,10231,21,4,4,4,No,0,0.04761549063526217,9,Low,Monitor,Long promotion gap; No stock option
143,Research & Development,Research Scientist,No,Travel_Rarely,2889,2,4,4,3,No,0,0.047555154778296346,9,Low,Monitor,Early tenure
197,Research & Development,Research Scientist,No,Travel_Rarely,3204,3,1,4,3,No,0,0.047016152337936115,9,Low,Monitor,Low job satisfaction
1120,Research & Development,Research Scientist,No,Travel_Rarely,2514,7,4,3,3,No,0,0.04687107080579217,9,Low,Monitor,No dominant heuristic risk driver
1625,Human Resources,Manager,No,Travel_Rarely,19658,5,3,4,3,No,0,0.04675889575618743,9,Low,Monitor,No dominant heuristic risk driver
2017,Research & Development,Research Director,Yes,Travel_Rarely,13744,16,4,3,3,No,0,0.04671392363347329,9,Low,Monitor,Works overtime; Long promotion gap
2062,Research & Development,Healthcare Representative,No,Travel_Rarely,9991,7,1,4,3,No,0,0.046567230490490996,9,Low,Monitor,Low job satisfaction
477,Research & Development,Healthcare Representative,No,Travel_Rarely,6781,1,4,1,3,No,0,0.04577968953641873,9,Low,Monitor,Low environment satisfaction; Early tenure; No stock option
1062,Research & Development,Healthcare Representative,No,Travel_Rarely,4107,4,2,4,2,No,0,0.04573909494883887,9,Low,Monitor,Low job satisfaction; Low work-life balance; No stock option
385,Research & Development,Research Director,No,Travel_Rarely,19144,10,2,1,2,No,0,0.04570528077962092,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
689,Research & Development,Manufacturing Director,No,Travel_Rarely,9434,10,3,3,3,No,0,0.04570023037552425,9,Low,Monitor,Long promotion gap
709,Sales,Sales Executive,No,Travel_Rarely,4028,7,4,4,3,No,0,0.045583989908008896,9,Low,Monitor,No stock option
894,Research & Development,Laboratory Technician,Yes,Travel_Rarely,5231,5,4,3,2,No,0,0.04557527500666719,9,Low,Monitor,Works overtime; Low work-life balance
1849,Sales,Sales Executive,No,Travel_Frequently,5675,7,4,1,3,No,0,0.04549762800974921,9,Low,Monitor,Frequent business travel; Low environment satisfaction; Long promotion gap
850,Research & Development,Research Scientist,No,Non-Travel,1706,0,4,4,2,No,0,0.045471422380849995,9,Low,Monitor,Low work-life balance; Early tenure
1143,Research & Development,Research Scientist,No,Travel_Frequently,3291,7,2,4,2,No,0,0.045399398527014904,9,Low,Monitor,Frequent business travel; Low job satisfaction; Low work-life balance
1544,Research & Development,Healthcare Representative,No,Travel_Rarely,9715,7,1,3,3,No,0,0.045307605599654605,9,Low,Monitor,Low job satisfaction
683,Research & Development,Research Scientist,No,Travel_Rarely,2691,10,4,2,2,No,0,0.04527010037658355,9,Low,Monitor,Low environment satisfaction; Low work-life balance; Long promotion gap
171,Research & Development,Research Scientist,No,Travel_Frequently,4739,3,3,2,3,No,0,0.04509728346176809,9,Low,Monitor,Frequent business travel; Low environment satisfaction; No stock option
302,Sales,Sales Executive,No,Non-Travel,8865,19,4,4,3,No,0,0.04469411659885843,9,Low,Monitor,Long promotion gap; No stock option
865,Research & Development,Research Scientist,No,Travel_Rarely,5175,5,3,3,2,No,0,0.04453489619665102,9,Low,Monitor,Low work-life balance
1621,Research & Development,Research Scientist,No,Travel_Rarely,5208,16,1,2,3,No,0,0.04418750342185358,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
1834,Research & Development,Research Scientist,No,Travel_Rarely,3591,3,1,3,3,No,0,0.043947900584986654,9,Low,Monitor,Low job satisfaction
1369,Research & Development,Laboratory Technician,No,Travel_Rarely,5363,9,4,4,3,No,0,0.04391981248349506,9,Low,Monitor,No dominant heuristic risk driver
984,Sales,Sales Executive,No,Travel_Rarely,7823,10,4,4,3,No,0,0.043763903546365945,9,Low,Monitor,No dominant heuristic risk driver
786,Sales,Sales Executive,No,Travel_Rarely,6274,6,4,4,3,No,0,0.04373655919686202,9,Low,Monitor,No stock option
258,Research & Development,Healthcare Representative,No,Travel_Rarely,13734,7,2,4,3,No,0,0.04276322690824718,9,Low,Monitor,Low job satisfaction; No stock option
707,Sales,Sales Executive,No,Travel_Rarely,4851,3,2,4,3,No,0,0.04272321959164083,9,Low,Monitor,Low job satisfaction
653,Sales,Sales Executive,No,Travel_Rarely,5460,7,4,1,4,No,0,0.04266973526734963,9,Low,Monitor,Low environment satisfaction; Long promotion gap
769,Research & Development,Laboratory Technician,No,Travel_Rarely,2450,2,4,4,3,No,0,0.04231715540969067,9,Low,Monitor,Early tenure; No stock option
1346,Research & Development,Research Scientist,No,Travel_Rarely,4661,9,4,3,3,No,0,0.04181819884721554,9,Low,Monitor,Long promotion gap; No stock option
2007,Research & Development,Research Scientist,No,Travel_Rarely,3375,3,3,4,4,No,0,0.041770381073960576,9,Low,Monitor,No stock option
1789,Research & Development,Research Director,Yes,Travel_Rarely,19328,2,4,3,3,No,0,0.041390295127728016,9,Low,Monitor,Works overtime; Early tenure
1656,Research & Development,Research Director,No,Travel_Rarely,13269,14,1,4,3,No,0,0.04134956614702686,9,Low,Monitor,Low job satisfaction
1071,Research & Development,Research Scientist,No,Travel_Frequently,2942,5,3,1,3,No,0,0.040669063410658506,9,Low,Monitor,Frequent business travel; Low environment satisfaction
826,Research & Development,Research Scientist,No,Travel_Rarely,2506,2,3,4,3,No,0,0.040657307195043686,9,Low,Monitor,Early tenure; No stock option
408,Research & Development,Manufacturing Director,No,Travel_Rarely,5482,4,2,4,3,No,0,0.04056140379201773,9,Low,Monitor,Low job satisfaction
715,Research & Development,Research Scientist,No,Travel_Rarely,4680,1,4,4,3,No,0,0.04048285958893429,9,Low,Monitor,Early tenure; No stock option
526,Research & Development,Healthcare Representative,Yes,Travel_Rarely,4522,5,3,3,3,No,0,0.04033520734039581,9,Low,Monitor,Works overtime; No stock option
2025,Research & Development,Manufacturing Director,No,Travel_Frequently,5131,4,2,4,3,No,0,0.040071624476506036,9,Low,Monitor,Frequent business travel; Low job satisfaction
2048,Research & Development,Research Scientist,No,Travel_Rarely,2809,2,3,3,3,No,0,0.03984152126319975,9,Low,Monitor,Early tenure; No stock option
1115,Research & Development,Research Scientist,No,Non-Travel,2979,0,4,3,3,No,0,0.03967772323651195,9,Low,Monitor,Early tenure
972,Research & Development,Laboratory Technician,No,Non-Travel,4447,9,2,3,2,No,0,0.039667187266330714,9,Low,Monitor,Low job satisfaction; Low work-life balance; No stock option
1764,Research & Development,Research Scientist,No,Non-Travel,2718,7,2,2,3,No,0,0.03966430364568129,9,Low,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
1027,Research & Development,Manufacturing Director,No,Travel_Rarely,4227,3,4,1,3,No,0,0.03948697851739523,9,Low,Monitor,Low environment satisfaction
112,Research & Development,Manufacturing Director,No,Travel_Rarely,7260,6,4,4,2,No,0,0.03917979582654508,9,Low,Monitor,Low work-life balance; No stock option
1592,Research & Development,Research Scientist,No,Travel_Rarely,2073,2,3,4,3,No,0,0.03912715736013503,9,Low,Monitor,Early tenure
202,Research & Development,Research Scientist,No,Travel_Frequently,5605,20,2,2,3,No,0,0.03857889120290186,9,Low,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction
319,Research & Development,Manager,No,Travel_Rarely,19232,22,4,3,3,No,0,0.03819325162462353,9,Low,Monitor,Long promotion gap; No stock option
1638,Research & Development,Manufacturing Director,Yes,Travel_Rarely,7756,5,3,4,4,No,0,0.03814940944270208,9,Low,Monitor,Works overtime
847,Human Resources,Human Resources,No,Travel_Rarely,3737,3,4,3,1,No,0,0.037600431888252066,9,Low,Monitor,Low work-life balance
1471,Research & Development,Laboratory Technician,No,Non-Travel,3162,5,3,3,3,No,0,0.03741862124383219,9,Low,Monitor,No stock option
1114,Sales,Sales Executive,No,Travel_Frequently,4302,3,2,4,3,No,0,0.03739070032715856,9,Low,Monitor,Frequent business travel; Low job satisfaction
1363,Research & Development,Manufacturing Director,No,Travel_Rarely,7898,10,4,4,3,No,0,0.036852305443691794,9,Low,Monitor,No stock option
